count,volt,amp,watt,watth,temp,ohm
1,1.94,22,42.68,28.4
2,2.025,21,42.525,28.4
3,2.062,22,45.364,28.4
4,2.11,23,48.53,28.4
5,2.151,23,49.473,28.4
6,2.189,25,54.725,28.4
7,2.178,24,52.272,28.4
8,2.143,25,53.575,28.4
9,2.104,23,48.392,28.4
10,2.071,23,47.633,30.0
